timestamp,date,time,agent,key,old_value,new_value
2026-04-15T14:22:44.331Z,2026-04-15,14:22:44,SCALPER1,rsiPeriod,10,10
2026-04-15T14:22:44.332Z,2026-04-15,14:22:44,SCALPER1,rsiOversold,15,15
2026-04-15T14:22:44.332Z,2026-04-15,14:22:44,SCALPER1,rsiOverbought,80,80
2026-04-15T14:22:44.332Z,2026-04-15,14:22:44,SCALPER1,leverage,10,10
2026-04-15T14:22:44.332Z,2026-04-15,14:22:44,SCALPER1,tp,100,100
2026-04-15T14:22:44.332Z,2026-04-15,14:22:44,SCALPER1,sl,25,25
2026-04-15T17:25:20.089Z,2026-04-15,17:25:20,SCALPER1,leverage,10,10
2026-04-15T17:25:20.089Z,2026-04-15,17:25:20,SCALPER1,riskPct,1,1
2026-04-15T17:25:20.090Z,2026-04-15,17:25:20,SCALPER1,tp,100,100
2026-04-15T17:25:20.090Z,2026-04-15,17:25:20,SCALPER1,sl,25,25
2026-04-15T17:25:20.090Z,2026-04-15,17:25:20,SCALPER1,maxTrades,10,10
2026-04-15T17:25:20.090Z,2026-04-15,17:25:20,SCALPER1,marginMode,crossed,crossed
2026-04-15T17:25:20.091Z,2026-04-15,17:25:20,SCALPER1,rsiPeriod,10,14
2026-04-15T17:25:20.091Z,2026-04-15,17:25:20,SCALPER1,rsiOversold,15,30
2026-04-15T17:25:20.091Z,2026-04-15,17:25:20,SCALPER1,rsiOverbought,80,70
2026-04-15T17:25:20.091Z,2026-04-15,17:25:20,SCALPER1,emaEnabled,true,false
2026-04-15T17:25:20.092Z,2026-04-15,17:25:20,SCALPER1,emaPeriod,50,50
2026-04-15T17:25:20.092Z,2026-04-15,17:25:20,SCALPER1,emaTf,Min60,Min60
2026-04-15T17:25:20.092Z,2026-04-15,17:25:20,SCALPER1,cooldownMin,10,10
2026-04-15T17:25:20.092Z,2026-04-15,17:25:20,SCALPER1,minVol24h,50000,50000
2026-04-15T17:37:53.957Z,2026-04-15,17:37:53,SCALPER1,leverage,10,10
2026-04-15T17:37:53.957Z,2026-04-15,17:37:53,SCALPER1,riskPct,1,1
2026-04-15T17:37:53.958Z,2026-04-15,17:37:53,SCALPER1,tp,100,100
2026-04-15T17:37:53.958Z,2026-04-15,17:37:53,SCALPER1,sl,25,25
2026-04-15T17:37:53.958Z,2026-04-15,17:37:53,SCALPER1,maxTrades,10,10
2026-04-15T17:37:53.959Z,2026-04-15,17:37:53,SCALPER1,marginMode,crossed,crossed
2026-04-15T17:37:53.959Z,2026-04-15,17:37:53,SCALPER1,rsiPeriod,14,14
2026-04-15T17:37:53.959Z,2026-04-15,17:37:53,SCALPER1,rsiOversold,30,30
2026-04-15T17:37:53.959Z,2026-04-15,17:37:53,SCALPER1,rsiOverbought,70,70
2026-04-15T17:37:53.960Z,2026-04-15,17:37:53,SCALPER1,emaEnabled,false,false
2026-04-15T17:37:53.960Z,2026-04-15,17:37:53,SCALPER1,emaPeriod,50,50
2026-04-15T17:37:53.960Z,2026-04-15,17:37:53,SCALPER1,emaTf,Min60,Min60
2026-04-15T17:37:53.960Z,2026-04-15,17:37:53,SCALPER1,cooldownMin,10,10
2026-04-15T17:37:53.961Z,2026-04-15,17:37:53,SCALPER1,minVol24h,50000,50000
2026-04-15T17:39:10.919Z,2026-04-15,17:39:10,SCALPER1,rsiPeriod,14,14
2026-04-15T17:39:10.919Z,2026-04-15,17:39:10,SCALPER1,rsiOversold,30,30
2026-04-15T17:39:10.919Z,2026-04-15,17:39:10,SCALPER1,rsiOverbought,70,70
2026-04-15T17:39:10.920Z,2026-04-15,17:39:10,SCALPER1,emaEnabled,false,false
2026-04-15T17:39:10.920Z,2026-04-15,17:39:10,SCALPER1,emaPeriod,50,85
2026-04-15T17:39:10.920Z,2026-04-15,17:39:10,SCALPER1,leverage,10,15
2026-04-15T17:39:10.920Z,2026-04-15,17:39:10,SCALPER1,tp,100,100
2026-04-15T17:39:10.921Z,2026-04-15,17:39:10,SCALPER1,sl,25,15
2026-04-15T17:39:34.567Z,2026-04-15,17:39:34,SCALPER1,rsiPeriod,14,14
2026-04-15T17:39:34.567Z,2026-04-15,17:39:34,SCALPER1,rsiOversold,30,30
2026-04-15T17:39:34.567Z,2026-04-15,17:39:34,SCALPER1,rsiOverbought,70,70
2026-04-15T17:39:34.568Z,2026-04-15,17:39:34,SCALPER1,emaEnabled,false,false
2026-04-15T17:39:34.568Z,2026-04-15,17:39:34,SCALPER1,emaPeriod,85,85
2026-04-15T17:39:34.568Z,2026-04-15,17:39:34,SCALPER1,leverage,15,15
2026-04-15T17:39:34.568Z,2026-04-15,17:39:34,SCALPER1,tp,100,100
2026-04-15T17:39:34.569Z,2026-04-15,17:39:34,SCALPER1,sl,15,15
2026-04-15T17:40:17.895Z,2026-04-15,17:40:17,SCALPER1,leverage,15,15
2026-04-15T17:40:17.895Z,2026-04-15,17:40:17,SCALPER1,riskPct,1,1
2026-04-15T17:40:17.895Z,2026-04-15,17:40:17,SCALPER1,tp,100,100
2026-04-15T17:40:17.896Z,2026-04-15,17:40:17,SCALPER1,sl,15,25
2026-04-15T17:40:17.896Z,2026-04-15,17:40:17,SCALPER1,maxTrades,10,10
2026-04-15T17:40:17.896Z,2026-04-15,17:40:17,SCALPER1,marginMode,crossed,crossed
2026-04-15T17:40:17.896Z,2026-04-15,17:40:17,SCALPER1,rsiPeriod,14,14
